frequency,energy
4744.221608544057,41.69010264233308
5276.655396200239,33.31240834959884
5815.705859895181,42.78885846068135
6342.721766006415,36.25749295542246
6902.8446769750135,33.87267145220447
785.4800503265969,61.34966061546915
1567.2843106712075,57.98786569318977
2350.453465521034,49.50570403029596
3132.3695876108686,37.657226925550454
3922.4364792422793,38.35610045066
4731.674877037134,43.65848384928356
5527.954989753658,40.791805634130355
6310.142879029939,32.95047369481123
7140.94091257402,35.918574219972356
7961.691494060636,33.759138483738475
8794.302582342187,34.623683775022
9498.22468415739,26.627204876849035
10212.691635942218,29.950153699213207
589.1717400430654,59.3081665977476
1177.0730414026139,66.71157694059058
1766.2001891434154,59.28566331854326
2363.8281883450977,55.29184036440232
2956.4088740228144,41.644697574216295
3548.226806282103,43.77954900169023
4149.823220019534,47.23953368689144
4747.08289777181,50.0338277848641
5346.729528590427,42.30464811160423
5930.734899038716,38.166707457105574
6542.115849262898,33.00250409151406
7155.353300247925,32.50122351197421
7798.042627566866,38.51709712657719
662.5390882617085,62.873820283950074
1320.6728826679478,66.03753764760548
1983.2505695194375,61.01400086854895
2646.1557146957834,61.699998832700075
3304.0247832764203,39.800192889357916
3979.331742367852,54.60471580714604
4653.985568358812,50.06751817124572
5304.532504313714,42.923881728637916
6004.478563626694,43.534921760721694
6655.527112681638,33.797930112249254
7331.811570447242,31.719203699198783
8047.595221114809,37.332485641928784
8755.002029257597,38.075572730348746
703.3270934014365,60.97161558160006
1398.9394651804566,57.61269185203639
2109.69164888368,57.23522516694448
2812.1102999676546,51.26354988024736
3509.9963192478026,34.657451650272506
4228.27465741713,44.46125520162933
4948.172523601929,36.463461806252
5669.408182766384,40.56353384018748
6378.467486787619,39.51744404734527
7101.243542454958,33.700465412624936
7852.536176643717,38.83688527152092
8561.717334840023,31.967679080751328
9213.511174420155,28.50612040054402
391.0804091472136,52.42224594019846
783.9053485155299,66.8635135153441
1178.1061329690783,61.69534072620203
1570.3743767306464,56.54307465259997
1964.711830821513,52.153884001751976
2358.837710985097,44.06241316873203
2754.7301480672218,50.04719577060265
3143.2421294619307,40.43588334841077
3540.2747615987246,32.27439168394583
3938.468097913434,38.38678810074735
4326.720388695391,44.277480546461064
4740.113709560597,40.78673370780255
5134.528527165163,38.97676102692364
438.40164880453074,70.4017752827888
877.1789862619776,60.27942319912918
1317.3399933239361,60.992131601111865
1751.8415013763329,53.63910779577769
2193.2192239178153,47.61007769838165
2634.8113140003484,53.33867391869815
3078.5987579742523,52.41446351894921
3514.0423020056646,41.949942018469926
3965.164153300453,41.83072700184815
4403.366543295283,39.98764793119076
4861.465196434817,48.33875511191633
5304.597994552458,45.429846894062095
5746.046389680319,45.68671395440092
490.5077864623903,66.93759634301688
981.7117309262268,60.83694448693034
1479.9897736050289,61.76339559818803
1971.2371840145022,50.30771399039086
2457.7082929403905,46.95210273157293
2958.038632135768,49.42790231273995
3456.2224115177255,51.020810922965524
3954.9501387040773,49.92274611343947
4447.727937957499,33.60813914303238
4946.602537401024,40.37835378285325
5449.41839696784,42.2152801779399
5960.859089190532,43.13952362436819
6425.528359116293,44.227737832483676
519.7690164234233,59.06202400556512
1051.3488490709224,60.55319490281049
1571.4788411855695,64.94506067734869
2089.9877832383877,45.57014623273301
2612.3157203241813,46.75559290594785
3139.696194263772,49.5255778980816
3667.6327858629884,44.41633792860224
4198.98505845929,45.45960256463268
4728.364950908795,44.72641891044234
5249.266954779955,36.794127652425786
5787.9290757869185,38.158584296344515
6326.922448714631,37.68446398566626
6838.288589487907,37.680765380712074
292.64005316047246,67.96304200324418
588.4252443151526,55.40480684567845
882.1881939394748,60.7827738233296
1176.357006503726,65.52582056538974
1471.031072425102,59.115173288102525
1764.6379406515473,52.66334638273558
2058.664356072428,49.069519946388596
2352.734934006319,43.93261972794886
2649.2123195468093,55.31616249501519
2943.622219127088,46.598432242003334
3240.0235824578745,43.90558766272916
3536.77280591888,41.78024154147415
3829.35627562619,43.19013703697199
640.0720861892078,48.526882638670244
1173.6042013993372,55.81924113074919
1766.4077356039543,56.08349147743976
2360.294814579461,50.35510194809901
2953.5518184911116,50.233600219505085
3550.3620714743365,46.38959254986414
4149.54532435997,38.4017917981939
4734.902516176996,34.90755471197342
5320.111875805263,33.182965192846915
5931.785207469326,36.634080670922614
6526.853415091564,32.45689600863435
7123.019378570424,28.362426656278945
7725.73462868871,31.025820169835555
324.29044125978413,60.489948154718476
658.1802811837035,57.462645853460934
986.8677298984586,63.48701555899765
1315.4381810861885,63.27682745390255
1645.9992871917682,58.91785656581199
1974.3308946237105,59.707278856516155
2304.2014240108647,44.7709818898293
2629.137779204759,46.65363945882578
2960.567218328721,44.61920277366684
3292.7285674684554,38.373091278543605
3625.8188037244327,43.43253346820386
3960.402693854996,44.800489494600775
4284.821472427961,43.37948170071946
346.91350184639595,57.778928407855865
698.0344150459424,65.38178666006894
1053.0069322161833,57.575610690100646
1397.4005080924032,59.40215085673038
1748.3806713324288,51.470700443174636
2097.1751377064634,46.796033801293866
2444.048499766576,42.91077425483472
2796.65382307943,44.9022533685649
3150.9674522778073,45.511045548745905
3489.63285471948,37.203089298588026
3855.6063994824494,42.095455631601915
4208.208537588739,39.88921586646198
4557.312292054964,30.34550741608687
389.0609409974044,60.44601846378547
782.305734401208,67.91799303978388
1173.4320752421884,57.301904165126906
1564.3897247755801,58.04672181606801
1957.9200203506257,51.357630277338075
2347.6382441173014,45.755229903732726
2738.6095261483965,46.23831786547467
3127.040213119119,43.350422576286164
3518.6379316774533,36.540192224689115
3925.581666729914,44.751241480326186
4322.920392343536,38.5646859655214
4717.9484057827995,36.49352948616544
5111.052186490667,34.47008760511483
219.11089243780415,41.322778882156264
439.6411154882505,68.5610261975627
660.8644653309472,60.81179142003241
881.6421628613627,57.73268501221608
1104.328252204297,62.38719549887199
1325.8883447420549,38.271532163510166
1553.1463560835764,43.809013683509534
1762.0502950935163,38.075525135027576
2005.701808024462,51.18334351025528
2234.2267568072184,43.328236981652154
2463.624876716222,47.43494716291893
2692.968005748658,38.27749471509491
2910.226314447754,34.733210118618445
247.01865966990258,46.12210945940875
494.33482719565075,61.89471802233483
746.2722400002882,69.46951163332761
995.6623228457509,57.59848033391799
1247.2620563816442,44.18945268847855
1498.1848578822985,42.36202355853496
1748.655768458821,37.93301198222175
2010.3956444587805,51.20485849047439
2262.147773386802,38.504672834464905
2527.296414445236,43.08261800184829
2771.4145396886092,30.380239662409146
2959.2986666233473,23.441006185153093
3211.621589732492,23.44152863376545
261.66894947611246,53.58776951967342
523.2643883605405,57.99161835430452
785.4440526550278,67.97274453211058
1060.9710516168734,57.345362210899395
1318.1641219309568,34.5951564902683
1581.8702455612613,40.426877160761194
1838.6439417012305,38.4482929285806
2127.735641114976,50.07183198539235
2403.0238182316016,42.418584230162764
2674.73262223033,37.99457829029314
2920.214174699584,25.12845690324347
3124.530375480138,25.103126047884423
3438.7972774657,28.51348798808944
294.04370036179284,69.18088035489325
589.4835924042193,54.60701221128147
886.4434783042669,55.448314599786755
1188.2559539218444,51.10013368288196
1467.1414392191382,42.020675202820414
1779.0243412122818,45.26337432650678
2094.3969907130713,51.28959349480421
2403.05500595035,45.87821736376099
2689.8301929174936,36.645464236854956
2954.316074218701,25.4323946681387
3268.809222561635,28.901137584943687
3564.9830413780837,28.29352941858232
3847.4378202114754,31.299511943875263
393.11098621111466,65.81274757926842
785.8068716613898,58.832010844939916
1191.41750571435,52.36492863574745
1589.1289017696377,47.5894365918972
2000.5290639012946,42.07959375261496
2389.5660270011504,45.49074830628862
2814.2229206400702,50.04467721614659
3196.509919533551,35.43174323273558
3570.6553025855014,27.823057247190967
3928.931127324662,25.301154581432414
4363.829852266265,20.627874889049433
4698.008034410136,24.480520665539373
5122.373029166717,24.188565225567476
328.78566331940027,58.79929561503414
663.0702119464071,59.61122351599065
998.2175349402318,61.24286305835572
1331.0819427646627,47.167819543495526
1662.444572199622,43.05115427375291
2015.1306560921892,49.94194190344068
2355.212274954105,51.75451761018927
2692.7316471558174,45.19453510791372
3037.9922470050265,42.323062422810615
3334.8910406784235,32.95384597008352
3660.0898384609413,27.98765585286614
3969.520827060618,30.734735972907757
4360.443416066982,38.3853470341936
349.88012496528535,63.167278416198315
701.7242716677357,64.49731059961158
1057.723085635668,61.443741685658686
1412.4602782869454,45.30263672731582
1768.215951080044,48.41842240351135
2136.4442698452217,54.522599401752586
2505.5709941930463,53.527459320297226
2808.53638971089,34.33945266660808
3152.599642246585,31.094681806673904
3524.22614067497,27.981851988875302
3897.2687415374735,37.235861381642735
4189.379720948405,24.089167768418523
4591.164736474313,30.311130233413213
195.61544923709567,36.444988826290995
392.2516510244179,64.98779178900985
589.7566964511306,52.50629408111814
787.0095957482583,67.87925420610408
986.9734795168685,58.02170171303913
1184.9025823844863,53.747925063967685
1386.8586270347332,47.38586354444508
1581.6575355465154,36.152602889356494
1781.3374261211777,40.59865501760582
1990.4111790970992,47.19202157158691
2183.110349125851,38.01087785502116
2403.2842852909857,40.81787170428952
2598.808738508806,43.251251529250226
